0,0, 3.16707, 3.1395, 3.15144, 3.16845, 3.13007, 3.20318, 3.16153, 3.14851
0,1, 3.16707, 3.1395, 3.15144, 3.16845, 3.13007, 3.20318, 3.16153, 3.14851
0,2, 2.39552, 2.38776, 2.37775, 2.41415, 2.36964, 2.42821, 2.39387, 2.39681
0,3, 2.14305, 2.1224, 2.11187, 2.15767, 2.12654, 2.15823, 2.13301, 2.13344
0,4, 1.86253, 1.86402, 1.83643, 1.86994, 1.86292, 1.86994, 1.86398, 1.86193
0,5, 1.57428, 1.58036, 1.56671, 1.58304, 1.59406, 1.59706, 1.58352, 1.5978
0,6, 1.41236, 1.39512, 1.3905, 1.40933, 1.42228, 1.4173, 1.40723, 1.42472
0,7, 1.41236, 1.39512, 1.3905, 1.40933, 1.42228, 1.4173, 1.40713, 1.42472
0,8, 1.40937, 1.39195, 1.38806, 1.40806, 1.42057, 1.41391, 1.40449, 1.4226
0,9, 0, 0, 0, 0, 0, 0, 0, 0
0,10, 0, 0, 0, 0, 0, 0, 0, 0
0,11, 0, 0, 0, 0, 0, 0, 0, 0
1,0, 2150.34, 2145.24, 2149.03, 2147.06, 2148.1, 2149.52, 2139.53, 2156.13
1,1, 2150.34, 2145.24, 2149.03, 2147.06, 2148.1, 2149.52, 2139.53, 2156.13
1,2, 324.957, 325.091, 324.847, 325.493, 323.276, 324.466, 323.466, 325.962
1,3, 50.1496, 50.879, 51.0703, 51.3135, 50.0127, 50.6428, 49.6038, 51.8773
1,4, 4.43071, 4.69922, 4.32116, 4.75129, 4.3637, 4.50455, 4.42808, 4.85562
1,5, 2.53101, 2.58786, 2.38076, 2.54381, 2.39787, 2.45265, 2.49929, 2.57658
1,6, 1.32283, 1.51496, 1.32715, 1.41503, 1.2967, 1.33186, 1.31826, 1.34822
1,7, 1.32283, 1.51496, 1.32715, 1.41503, 1.2967, 1.33186, 1.31826, 1.34822
1,8, 1.32268, 1.50316, 1.30816, 1.40877, 1.28007, 1.31599, 1.30832, 1.33757
1,9, 0, 0, 0, 0, 0, 0, 0, 0
1,10, 0, 0, 0, 0, 0, 0, 0, 0
1,11, 0, 0, 0, 0, 0, 0, 0, 0
2,0, 663.774, 662.275, 660.161, 662.045, 659.567, 658.413, 662.781, 661.002
2,1, 663.774, 662.275, 660.161, 662.045, 659.567, 658.413, 662.781, 661.002
2,2, 73.9695, 74.1678, 73.1498, 73.7715, 73.3858, 72.4384, 73.4206, 74.0491
2,3, 10.759, 11.1204, 10.7801, 10.7397, 10.6046, 10.5542, 10.6771, 10.9506
2,4, 1.04194, 1.16153, 0.991933, 1.06375, 1.07551, 1.05517, 1.04539, 1.03683
2,5, 0.577325, 0.632904, 0.527075, 0.56608, 0.601981, 0.596615, 0.533666, 0.580692
2,6, 0.307845, 0.374405, 0.30134, 0.339343, 0.352805, 0.318523, 0.308349, 0.331152
2,7, 0.307845, 0.374405, 0.30134, 0.339343, 0.352805, 0.318523, 0.308349, 0.331152
2,8, 0.306316, 0.374251, 0.300781, 0.330086, 0.352769, 0.310687, 0.306726, 0.328734
2,9, 0, 0, 0, 0, 0, 0, 0, 0
2,10, 0, 0, 0, 0, 0, 0, 0, 0
2,11, 0, 0, 0, 0, 0, 0, 0, 0
3,0, 1471.54, 1479.18, 1500.88, 1475.12, 1492.79, 1493.23, 1478.58, 1472.08
3,1, 1471.54, 1479.18, 1500.88, 1475.12, 1492.79, 1493.23, 1478.58, 1472.08
3,2, 231.142, 229.798, 237.112, 233.895, 237.557, 234.533, 231.003, 229.804
3,3, 69.5703, 69.4882, 71.372, 71.1442, 74.3773, 71.0364, 71.6947, 69.3248
3,4, 6.14721, 6.13751, 6.51016, 6.41202, 7.30443, 6.57897, 6.72421, 6.78016
3,5, 3.62361, 3.65816, 3.48237, 3.34916, 3.92068, 3.48762, 3.61448, 3.81743
3,6, 2.06596, 2.30474, 1.76497, 1.71572, 2.18953, 2.08492, 2.16792, 1.98624
3,7, 2.06596, 2.30474, 1.76497, 1.71572, 2.18953, 2.08492, 2.16792, 1.98624
3,8, 2.06593, 2.2983, 1.76487, 1.71571, 2.16085, 2.08478, 2.1333, 1.97506
3,9, 0, 0, 0, 0, 0, 0, 0, 0
3,10, 0, 0, 0, 0, 0, 0, 0, 0
3,11, 0, 0, 0, 0, 0, 0, 0, 0
4,0, 1043.28, 1039.26, 1043.63, 1041.04, 1045.33, 1032.01, 1056.26, 1041.14
4,1, 1043.28, 1039.26, 1043.63, 1041.04, 1045.33, 1032.01, 1056.26, 1041.14
4,2, 86.2823, 85.0167, 82.6346, 83.9, 85.4989, 85.4549, 86.5247, 84.65
4,3, 23.5694, 22.8422, 23.418, 22.0358, 22.5338, 22.3109, 22.9124, 22.1995
4,4, 2.07667, 2.65857, 2.60853, 1.85375, 2.06546, 2.26457, 2.43065, 2.59139
4,5, 1.46268, 1.55513, 1.24072, 1.03784, 1.07144, 1.16021, 1.63657, 1.66485
4,6, 0.784402, 0.726331, 0.63563, 0.511809, 0.62964, 0.642409, 0.858813, 0.796704
4,7, 0.784402, 0.726331, 0.63563, 0.511809, 0.62964, 0.642409, 0.858813, 0.796704
4,8, 0.78398, 0.726313, 0.635496, 0.511672, 0.629639, 0.642287, 0.857389, 0.796659
4,9, 0, 0, 0, 0, 0, 0, 0, 0
4,10, 0, 0, 0, 0, 0, 0, 0, 0
4,11, 0, 0, 0, 0, 0, 0, 0, 0
5,0, 304.517, 304.446, 309.646, 312.11, 307.304, 303.9, 300.656, 305.447
5,1, 304.517, 304.446, 309.646, 312.11, 307.304, 303.9, 300.656, 305.447
5,2, 43.0472, 41.6466, 42.4792, 43.2962, 43.0911, 39.8822, 40.9015, 40.7044
5,3, 14.9611, 13.3987, 12.337, 14.9729, 12.9128, 11.1413, 13.6899, 13.9441
5,4, 0.946038, 1.69825, 1.26994, 0.879133, 1.50005, 1.12015, 1.3017, 0.774997
5,5, 0.371752, 0.843145, 0.700202, 0.302859, 1.00462, 0.81231, 0.860242, 0.381827
5,6, 0.169857, 0.750062, 0.506465, 0.218689, 0.620993, 0.505276, 0.541409, 0.287432
5,7, 0.169857, 0.750062, 0.506306, 0.218689, 0.620993, 0.505276, 0.541409, 0.287432
5,8, 0.169466, 0.749171, 0.505621, 0.217398, 0.620608, 0.503162, 0.539542, 0.287052
5,9, 0, 0, 0, 0, 0, 0, 0, 0
5,10, 0, 0, 0, 0, 0, 0, 0, 0
5,11, 0, 0, 0, 0, 0, 0, 0, 0
6,0, 34.3361, 32.6657, 35.323, 41.0883, 38.8644, 31.6361, 37.9907, 41.1434
6,1, 34.3361, 32.6657, 35.323, 41.0883, 38.8644, 31.6361, 37.9907, 41.1434
6,2, 12.547, 12.4291, 14.1097, 16.7754, 15.5917, 12.5522, 16.1552, 16.2775
6,3, 3.99353, 4.29061, 5.08714, 6.21979, 5.04829, 4.9242, 5.8147, 5.34385
6,4, 0.165064, 0.262924, 0.559968, 0.459149, 0.536467, 0.501761, 0.674042, 0.29963
6,5, 0.0412381, 0.03427, 0.281692, 0.103907, 0.244595, 0.198573, 0.164124, 0.169805
6,6, 0.0407878, 0.0341428, 0.281327, 0.0923636, 0.241193, 0.198406, 0.163535, 0.169644
6,7, 0.0407878, 0.0341428, 0.281327, 0.0923636, 0.241193, 0.198406, 0.163535, 0.169644
6,8, 0.0407877, 0.0341428, 0.281327, 0.0447131, 0.241193, 0.198406, 0.163535, 0.169644
6,9, 0, 0, 0, 0, 0, 0, 0, 0
6,10, 0, 0, 0, 0, 0, 0, 0, 0
6,11, 0, 0, 0, 0, 0, 0, 0, 0
7,0, 0.621013, 0.692794, 0.790466, 0.505207, 0.432922, 0.644017, 0.482131, 0.542138
7,1, 0.621013, 0.692794, 0.790466, 0.505207, 0.432922, 0.644017, 0.482131, 0.542138
7,2, 0.0702589, 0.0929589, 0.097188, 0.0526749, 0.0480073, 0.0944489, 0.0589659, 0.0743014
7,3, 0.0591278, 0.0890017, 0.0888675, 0.0445674, 0.042608, 0.0837889, 0.0482346, 0.0627732
7,4, 0.0516719, 0.0790084, 0.0821012, 0.035558, 0.035118, 0.0720709, 0.0394004, 0.0514608
7,5, 0.027798, 0.0334017, 0.0426424, 0.0246041, 0.0226388, 0.043374, 0.0291606, 0.0216492
7,6, 0.0146536, 0.025552, 0.0259042, 0.0126039, 0.00913928, 0.0308832, 0.0172419, 0.0143264
7,7, 0.0146536, 0.025552, 0.0259042, 0.0126039, 0.00913928, 0.0308832, 0.0172419, 0.0143264
7,8, 0.0146536, 0.025552, 0.0259042, 0.0126039, 0.00913437, 0.0308832, 0.0172419, 0.0143255
7,9, 0, 0, 0, 0, 0, 0, 0, 0
7,10, 0, 0, 0, 0, 0, 0, 0, 0
7,11, 0, 0, 0, 0, 0, 0, 0, 0
8,0, 18.1692, 18.9178, 18.4917, 18.5435, 18.84, 19.3236, 20.3679, 18.6513
8,1, 18.1692, 18.9178, 18.4917, 18.5435, 18.84, 19.3236, 20.3679, 18.6513
8,2, 3.96813, 4.22365, 3.83247, 3.97944, 3.98346, 4.42812, 4.66116, 4.15844
8,3, 3.51867, 3.76963, 3.41014, 3.49101, 3.5377, 3.90488, 4.14962, 3.67047
8,4, 3.03349, 3.29794, 2.78498, 2.86476, 2.97497, 3.40157, 3.69086, 3.10154
8,5, 2.25244, 2.31435, 1.99197, 2.09688, 2.1304, 2.4461, 2.7776, 2.13787
8,6, 1.24978, 1.15395, 0.922426, 1.01582, 1.08768, 1.2333, 1.34052, 1.09924
8,7, 1.24978, 1.15395, 0.922426, 1.01582, 1.08768, 1.2333, 1.34052, 1.09924
8,8, 1.24673, 1.15122, 0.921952, 1.0134, 1.08761, 1.22318, 1.29267, 1.0949
8,9, 0, 0, 0, 0, 0, 0, 0, 0
8,10, 0, 0, 0, 0, 0, 0, 0, 0
8,11, 0, 0, 0, 0, 0, 0, 0, 0
9,0, 3.61441, 3.77192, 4.42274, 4.26639, 4.66515, 4.07804, 3.99774, 4.78475
9,1, 3.61441, 3.77192, 4.42274, 4.26639, 4.66515, 4.07804, 3.99774, 4.78475
9,2, 1.85485, 1.94581, 2.60436, 2.61986, 2.51838, 2.50965, 2.32409, 2.80108
9,3, 1.67199, 1.64668, 2.27802, 2.29778, 2.27662, 2.26838, 2.04709, 2.62219
9,4, 1.43457, 1.40148, 1.98801, 2.00296, 2.02581, 1.99519, 1.85232, 2.2553
9,5, 0.55738, 0.45776, 0.701503, 0.680343, 0.703388, 0.679955, 0.622997, 0.857596
9,6, 0.533619, 0.43979, 0.672569, 0.654998, 0.599343, 0.642647, 0.540558, 0.740456
9,7, 0.533619, 0.43979, 0.672569, 0.654998, 0.599343, 0.642647, 0.540558, 0.740456
9,8, 0.533616, 0.43979, 0.670891, 0.621067, 0.599334, 0.631208, 0.540558, 0.740446
9,9, 0, 0, 0, 0, 0, 0, 0, 0
9,10, 0, 0, 0, 0, 0, 0, 0, 0
9,11, 0, 0, 0, 0, 0, 0, 0, 0
10,0, 141.607, 149.408, 146.332, 144.9, 150.088, 144.112, 143.739, 145.871
10,1, 141.607, 149.408, 146.332, 144.9, 150.088, 144.112, 143.739, 145.871
10,2, 17.9184, 16.2874, 16.447, 17.0679, 18.7713, 16.4972, 16.4654, 15.9627
10,3, 1.05585, 1.36472, 0.921573, 0.983104, 1.13364, 0.942405, 0.978158, 1.12417
10,4, 0.191439, 0.166538, 0.158141, 0.140638, 0.124532, 0.126976, 0.170636, 0.130649
10,5, 0.140611, 0.0640461, 0.072486, 0.0549196, 0.0665357, 0.0809821, 0.0700146, 0.0684612
10,6, 0.119799, 0.0470498, 0.0475497, 0.0338183, 0.0517806, 0.0484395, 0.0403901, 0.0407161
10,7, 0.119799, 0.0470498, 0.0475496, 0.0338183, 0.0517806, 0.0484395, 0.0403901, 0.0407161
10,8, 0.118455, 0.0468907, 0.0474306, 0.0337363, 0.05168, 0.0483104, 0.0401259, 0.0401465
10,9, 0, 0, 0, 0, 0, 0, 0, 0
10,10, 0, 0, 0, 0, 0, 0, 0, 0
10,11, 0, 0, 0, 0, 0, 0, 0, 0
11,0, 555.844, 543.774, 560.874, 553.301, 560.63, 569.006, 553.905, 547.075
11,1, 555.844, 543.774, 560.874, 553.301, 560.63, 569.006, 553.905, 547.075
11,2, 116.782, 107.83, 112.828, 112.708, 113.308, 112.317, 114.816, 110.314
11,3, 11.3084, 10.479, 11.371, 12.4785, 10.4231, 10.5849, 11.2581, 10.5884
11,4, 1.96831, 1.33356, 1.38856, 1.59672, 1.13283, 0.811219, 1.40529, 1.13599
11,5, 0.876627, 0.531617, 0.895227, 0.741662, 0.393844, 0.310787, 0.543696, 0.662592
11,6, 0.591226, 0.180354, 0.746768, 0.670499, 0.214939, 0.163125, 0.399313, 0.601544
11,7, 0.591226, 0.180354, 0.746768, 0.670499, 0.214939, 0.163125, 0.399313, 0.601544
11,8, 0.591226, 0.180354, 0.746759, 0.670498, 0.214897, 0.163125, 0.399277, 0.601542
11,9, 0, 0, 0, 0, 0, 0, 0, 0
11,10, 0, 0, 0, 0, 0, 0, 0, 0
11,11, 0, 0, 0, 0, 0, 0, 0, 0
12,0, 5.29011, 4.87882, 4.9498, 5.16159, 4.9844, 4.87033, 5.00715, 5.07944
12,1, 5.29011, 4.87882, 4.9498, 5.16159, 4.9844, 4.87033, 5.00715, 5.07944
12,2, 2.57278, 2.32599, 2.41792, 2.6275, 2.50947, 2.47971, 2.58529, 2.57637
12,3, 2.25591, 2.05462, 2.1172, 2.34766, 2.21314, 2.17384, 2.24466, 2.26881
12,4, 1.94149, 1.71805, 1.85035, 2.04077, 1.94441, 1.85894, 2.00677, 1.96539
12,5, 0.612066, 0.435961, 0.54928, 0.589831, 0.604368, 0.613819, 0.607651, 0.60394
12,6, 0.359988, 0.251296, 0.334341, 0.357913, 0.378087, 0.425423, 0.404149, 0.365753
12,7, 0.359988, 0.251296, 0.334338, 0.357913, 0.378087, 0.425423, 0.404149, 0.365753
12,8, 0.352849, 0.250882, 0.334288, 0.355231, 0.364707, 0.418482, 0.397355, 0.358044
12,9, 0, 0, 0, 0, 0, 0, 0, 0
12,10, 0, 0, 0, 0, 0, 0, 0, 0
12,11, 0, 0, 0, 0, 0, 0, 0, 0
